drug1_name,drug2_name,smiles1,smiles2,interaction_type,severity
Bosentan,Carbinoxamine,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,The serum concentration of Carbinoxamine can be decreased when it is combined wi,moderate
Rupatadine,Artemether,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,The metabolism of Artemether can be decreased when combined with Rupatadine.,moderate
Benzphetamine,Dexchlorpheniramine maleate,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,Benzphetamine may decrease the sedative activities of Dexchlorpheniramine maleat,mild
Alclofenac,Lubiprostone,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,The therapeutic efficacy of Lubiprostone can be decreased when used in combinati,mild
Ibuprofen,Travoprost,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,The therapeutic efficacy of Travoprost can be decreased when used in combination,mild
Tazarotene,Sulfamethoxazole,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,The metabolism of Sulfamethoxazole can be decreased when combined with Tazaroten,moderate
Vecuronium,Hydrocodone,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,The risk or severity of adverse effects can be increased when Vecuronium is comb,dangerous
Enzalutamide,Glipizide,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,The serum concentration of Glipizide can be decreased when it is combined with E,moderate
Butabarbital,Lurasidone,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,The risk or severity of adverse effects can be increased when Butabarbital is co,dangerous
Calcium acetate,Felodipine,CC(=O)[O-].CC(=O)[O-].[Ca+2],CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,The therapeutic efficacy of Felodipine can be decreased when used in combination,mild
Fimasartan,Sulfasalazine,CCCCC1=NC(=C(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CC(=S)N(C)C)C,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,The risk or severity of adverse effects can be increased when Fimasartan is comb,dangerous
Mephentermine,Acrivastine,CC(C)(CC1=CC=CC=C1)NC,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O,Mephentermine may decrease the sedative activities of Acrivastine.,mild
Nepafenac,Chlorthalidone,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,The therapeutic efficacy of Chlorthalidone can be decreased when used in combina,mild
Quinine,Fluvoxamine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,The metabolism of Fluvoxamine can be decreased when combined with Quinine.,moderate
Tolfenamic acid,Torasemide,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Tolfenamic acid may decrease the diuretic activities of Torasemide.,mild
Halothane,Terbinafine,C(C(F)(F)F)(Cl)Br,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,The metabolism of Terbinafine can be decreased when combined with Halothane.,moderate
Meclofenamic acid,Latanoprostene bunod,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,C1C(C(C(C1O)CC=CCCCC(=O)OCCCCO[N+](=O)[O-])CCC(CCC2=CC=CC=C2)O)O,The therapeutic efficacy of Latanoprostene bunod can be decreased when used in c,mild
Chloroquine,Bumetanide,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,Chloroquine may decrease the diuretic activities of Bumetanide.,mild
Methotrimeprazine,Gliquidone,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,The therapeutic efficacy of Gliquidone can be decreased when used in combination,mild
Phentolamine,Penbutolol,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,Phentolamine may increase the hypotensive activities of Penbutolol.,dangerous
Atenolol,Fenoterol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,Atenolol may decrease the bronchodilatory activities of Fenoterol.,mild
Chlortetracycline,Ampicillin,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,The therapeutic efficacy of Ampicillin can be decreased when used in combination,mild
Practolol,Tranilast,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,Practolol may decrease the antihypertensive activities of Tranilast.,mild
Mefenamic acid,Rosiglitazone,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,The metabolism of Rosiglitazone can be decreased when combined with Mefenamic ac,moderate
Vinorelbine,Clobazam,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,The metabolism of Clobazam can be decreased when combined with Vinorelbine.,moderate
Pirfenidone,Prasterone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,The risk or severity of adverse effects can be increased when Pirfenidone is com,dangerous
Triamcinolone,Glimepiride,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,The therapeutic efficacy of Glimepiride can be decreased when used in combinatio,mild
Rotigotine,Thioproperazine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,The therapeutic efficacy of Thioproperazine can be decreased when used in combin,mild
Moricizine,Bisoprolol,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,Moricizine may increase the hypotensive activities of Bisoprolol.,dangerous
Bisoprolol,Zaltoprofen,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,Bisoprolol may decrease the antihypertensive activities of Zaltoprofen.,mild
Metamfetamine,Mirabegron,CC(CC1=CC=CC=C1)NC,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,The metabolism of Mirabegron can be decreased when combined with Metamfetamine.,moderate
Pentamidine,Rabeprazole,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,The metabolism of Rabeprazole can be decreased when combined with Pentamidine.,moderate
Bupranolol,Celecoxib,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Bupranolol may decrease the antihypertensive activities of Celecoxib.,mild
Pipotiazine,Lopinavir,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,The metabolism of Lopinavir can be decreased when combined with Pipotiazine.,moderate
Cariprazine,Levodopa,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,The therapeutic efficacy of Levodopa can be decreased when used in combination w,mild
Arformoterol,Diphenhydramine,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,The metabolism of Diphenhydramine can be decreased when combined with Arformoter,moderate
Meloxicam,Clocortolone,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F,The risk or severity of adverse effects can be increased when Meloxicam is combi,dangerous
Xylometazoline,Milnacipran,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,Xylometazoline may decrease the antihypertensive activities of Milnacipran.,mild
Calcium citrate,Benidipine,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,The therapeutic efficacy of Benidipine can be decreased when used in combination,mild
Escitalopram,Lumefantrine,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,The metabolism of Lumefantrine can be decreased when combined with Escitalopram.,moderate
Zidovudine,Efavirenz,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,The metabolism of Efavirenz can be decreased when combined with Zidovudine.,moderate
Tranilast,Cimetidine,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,CC1=C(N=CN1)CSCCNC(=NC)NC#N,The serum concentration of Cimetidine can be increased when it is combined with ,dangerous
Fluocinolone acetonide,Phenylacetic acid,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,C1=CC=C(C=C1)CC(=O)O,The therapeutic efficacy of Phenylacetic acid can be decreased when used in comb,mild
Isoflurophate,Pentolinium,CC(C)OP(=O)(OC(C)C)F,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C,The therapeutic efficacy of Pentolinium can be decreased when used in combinatio,mild
Fimasartan,Atenolol,CCCCC1=NC(=C(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CC(=S)N(C)C)C,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,The risk or severity of adverse effects can be increased when Fimasartan is comb,dangerous
Procaine benzylpenicillin,Netilmicin,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,The serum concentration of Netilmicin can be decreased when it is combined with ,moderate
Chlorprothixene,Levetiracetam,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CCC(C(=O)N)N1CCCC1=O,The risk or severity of adverse effects can be increased when Chlorprothixene is,dangerous
Naproxen,Tenofovir disoproxil,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C,The risk or severity of adverse effects can be increased when Naproxen is combin,dangerous
Lidocaine,Timolol,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,The serum concentration of Timolol can be increased when it is combined with Lid,dangerous
Tolnaftate,Amphotericin B,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,The therapeutic efficacy of Amphotericin B can be decreased when used in combina,mild
Clozapine,Glipizide,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,The therapeutic efficacy of Glipizide can be decreased when used in combination ,mild
Bivalirudin,Tolfenamic acid,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,Bivalirudin may increase the anticoagulant activities of Tolfenamic acid.,dangerous
Tolbutamide,Ketoconazole,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,The metabolism of Ketoconazole can be decreased when combined with Tolbutamide.,moderate
Nilotinib,Trazodone,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,Nilotinib may increase the QTc-prolonging activities of Trazodone.,dangerous
Levodopa,Clemastine,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,The metabolism of Clemastine can be decreased when combined with Levodopa.,moderate
Lomustine,Darifenacin,C1CCC(CC1)NC(=O)N(CCCl)N=O,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,The metabolism of Darifenacin can be decreased when combined with Lomustine.,moderate
Pimozide,Degarelix,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C,Pimozide may increase the QTc-prolonging activities of Degarelix.,dangerous
Bromocriptine,Thioridazine,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,The therapeutic efficacy of Thioridazine can be decreased when used in combinati,mild
Paclitaxel,Nefazodone,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,The metabolism of Nefazodone can be decreased when combined with Paclitaxel.,moderate
Mefloquine,Pentolinium,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C,The therapeutic efficacy of Pentolinium can be decreased when used in combinatio,mild
Molindone,Sodium oxybate,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,C(CC(=O)[O-])CO.[Na+],Molindone may increase the central nervous system depressant (CNS depressant) ac,dangerous
Aminophylline,Nalidixic acid,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,The metabolism of Nalidixic acid can be decreased when combined with Aminophylli,moderate
Tipiracil,Prazosin,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,The serum concentration of Prazosin can be increased when it is combined with Ti,dangerous
Chlordiazepoxide,Lumefantrine,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,The metabolism of Lumefantrine can be decreased when combined with Chlordiazepox,moderate
Propranolol,Eslicarbazepine acetate,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,The metabolism of Eslicarbazepine acetate can be decreased when combined with Pr,moderate
Alprenolol,Salsalate,CC(C)NCC(COC1=CC=CC=C1CC=C)O,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Alprenolol may decrease the antihypertensive activities of Salsalate.,mild
Calcium carbonate,Desonide,C(=O)([O-])[O-].[Ca+2],CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C,The bioavailability of Desonide can be decreased when combined with Calcium carb,moderate
Tolvaptan,Dabigatran etexilate,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4,The serum concentration of the active metabolites of Dabigatran etexilate can be,dangerous
Trabectedin,Luliconazole,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,The serum concentration of Luliconazole can be increased when it is combined wit,dangerous
Lisdexamfetamine,Molindone,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,Lisdexamfetamine may decrease the stimulatory activities of Molindone.,mild
Clobazam,Gestodene,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,The serum concentration of Gestodene can be decreased when it is combined with C,moderate
Remifentanil,Etidocaine,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,The risk or severity of adverse effects can be increased when Remifentanil is co,dangerous
Diazepam,Melperone,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,The risk or severity of adverse effects can be increased when Diazepam is combin,dangerous
Ergotamine,Betamethasone,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,The risk or severity of adverse effects can be increased when Ergotamine is comb,dangerous
Amodiaquine,Tamoxifen,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,The metabolism of Tamoxifen can be decreased when combined with Amodiaquine.,moderate
Regorafenib,Dronedarone,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,The metabolism of Dronedarone can be decreased when combined with Regorafenib.,moderate
Enzalutamide,Reboxetine,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,The serum concentration of Reboxetine can be decreased when it is combined with ,moderate
Rucaparib,Cobicistat,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,The serum concentration of Cobicistat can be increased when it is combined with ,dangerous
Lercanidipine,Terlipressin,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,Lercanidipine may increase the hypotensive activities of Terlipressin.,dangerous
Clozapine,Erythromycin,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,The metabolism of Erythromycin can be decreased when combined with Clozapine.,moderate
Lurasidone,Alogliptin,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,The therapeutic efficacy of Alogliptin can be decreased when used in combination,mild
Framycetin,Nimesulide,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Framycetin may decrease the excretion rate of Nimesulide which could result in a,moderate
Lumacaftor,Sirolimus,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,The metabolism of Sirolimus can be increased when combined with Lumacaftor.,dangerous
Piroxicam,Chlorothiazide,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,The therapeutic efficacy of Chlorothiazide can be decreased when used in combina,mild
Escitalopram,Levomilnacipran,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,The risk or severity of adverse effects can be increased when Escitalopram is co,dangerous
Metipranolol,Tranilast,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,Metipranolol may decrease the antihypertensive activities of Tranilast.,mild
Enzalutamide,Tofacitinib,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,The serum concentration of Tofacitinib can be decreased when it is combined with,moderate
Tobramycin,Epirizole,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,Tobramycin may decrease the excretion rate of Epirizole which could result in a ,moderate
Dicoumarol,Estrone sulfate,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,Dicoumarol may decrease the anticoagulant activities of Estrone sulfate.,mild
Fenoterol,Acemetacin,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,The therapeutic efficacy of Acemetacin can be decreased when used in combination,mild
